transaction_id,txn_date,preparer_id,approver_id,account,amount,description
T003347,2026-05-13,U0324,,6090-Equipment,130.62,Equipment charge
T003348,2026-03-12,U0091,,6010-Office Supplies,150.98,Office Supplies charge
T003349,2025-11-22,U0267,U0168,6040-IT Software,3115.15,IT Software charge
T003350,2026-04-11,U0166,,6060-Marketing,174.15,Marketing charge
T003351,2026-04-28,U0267,U0062,6030-Professional Fees,138.56,Professional Fees charge
T003352,2026-04-24,U0020,,6040-IT Software,1721.66,IT Software charge
T003353,2026-03-05,U0072,,6070-Utilities,715.09,Utilities charge
T003354,2026-05-31,U0278,,6040-IT Software,175.61,IT Software charge
T003355,2025-10-21,U0125,,6080-Consulting,625.33,Consulting charge
T003356,2025-09-09,U0306,U0046,6030-Professional Fees,159.44,Professional Fees charge
T003357,2026-05-16,U0171,,6060-Marketing,1653.92,Marketing charge
T003358,2025-09-26,U0220,,6030-Professional Fees,1583.68,Professional Fees charge
T003359,2026-08-17,U0226,U0261,6090-Equipment,884.66,Equipment charge
T003360,2026-06-12,U0109,,6090-Equipment,733.5,Equipment charge
T003361,2026-04-02,U0259,U0384,6070-Utilities,3419.7,Utilities charge
T003362,2026-08-16,U0217,,6040-IT Software,492.58,IT Software charge
T003363,2026-02-21,U0120,,6040-IT Software,134.28,IT Software charge
T003364,2026-05-02,U0232,,6070-Utilities,807.89,Utilities charge
T003365,2025-12-21,U0074,,6090-Equipment,4888.55,Equipment charge
T003366,2026-07-08,U0275,,6010-Office Supplies,161.38,Office Supplies charge
T003367,2026-01-13,U0023,,6090-Equipment,331.09,Equipment charge
T003368,2026-06-30,U0226,,6040-IT Software,779.06,IT Software charge
T003369,2025-12-13,U0146,,6050-Facilities,4995.0,Facilities charge
T003370,2026-07-03,U0185,U0009,6080-Consulting,464.38,Consulting charge
T003371,2025-12-08,U0177,U0275,6060-Marketing,167.25,Marketing charge
T003372,2026-07-02,U0289,,6080-Consulting,1692.64,Consulting charge
T003373,2025-11-21,U0146,U0021,6070-Utilities,6323.61,Utilities charge
T003374,2026-05-28,U0138,U0122,6050-Facilities,611.4,Facilities charge
T003375,2025-11-06,U0233,U0104,6080-Consulting,182.28,Consulting charge
T003376,2026-07-27,U0103,U0047,6030-Professional Fees,89.67,Professional Fees charge
T003377,2026-03-09,U0268,U0285,6080-Consulting,654.44,Consulting charge
T003378,2026-04-05,U0064,U0359,6030-Professional Fees,1659.49,Professional Fees charge
T003379,2026-03-10,U0314,,6020-Travel & Entertainment,831.05,Travel & Entertainment charge
T003380,2026-06-23,U0233,,6090-Equipment,491.45,Equipment charge
T003381,2025-09-16,U0117,,6100-Freight & Shipping,4995.0,Freight & Shipping charge
T003382,2026-06-09,U0327,,6010-Office Supplies,257.7,Office Supplies charge
T003383,2025-12-04,U0152,,6070-Utilities,148.21,Utilities charge
T003384,2026-04-05,U0040,U0269,6090-Equipment,1234.26,Equipment charge
T003385,2025-12-20,U0015,U0029,6020-Travel & Entertainment,1346.34,Travel & Entertainment charge
T003386,2026-08-17,U0193,U0116,6010-Office Supplies,89.99,Office Supplies charge
T003387,2025-12-04,U0121,U0161,6070-Utilities,2832.24,Utilities charge
T003388,2026-06-23,U0216,,6040-IT Software,926.56,IT Software charge
T003389,2025-11-21,U0255,,6100-Freight & Shipping,2297.45,Freight & Shipping charge
T003390,2026-06-12,U0138,,6010-Office Supplies,112.58,Office Supplies charge
T003391,2026-03-23,U0024,U0202,6060-Marketing,109.68,Marketing charge
T003392,2026-07-11,U0356,,6090-Equipment,418.27,Equipment charge
T003393,2026-07-07,U0127,,6040-IT Software,856.68,IT Software charge
T003394,2025-12-02,U0285,U0331,6090-Equipment,3554.6,Equipment charge
T003395,2026-03-18,U0070,U0325,6040-IT Software,1071.36,IT Software charge
T003396,2025-10-01,U0248,,6030-Professional Fees,377.3,Professional Fees charge
T003397,2026-03-22,U0261,,6060-Marketing,159.33,Marketing charge
T003398,2026-06-11,U0098,U0284,6050-Facilities,1906.45,Facilities charge
T003399,2026-07-17,U0151,,6100-Freight & Shipping,170.52,Freight & Shipping charge
T003400,2026-05-17,U0001,,6090-Equipment,2955.18,Equipment charge
T003401,2026-05-12,U0242,,6060-Marketing,360.39,Marketing charge
T003402,2025-11-26,U0017,,6010-Office Supplies,2834.56,Office Supplies charge
T003403,2026-06-17,U0062,U0048,6030-Professional Fees,1039.84,Professional Fees charge
T003404,2026-02-01,U0214,U0314,6040-IT Software,423.82,IT Software charge
T003405,2025-09-18,U0329,,6100-Freight & Shipping,278.29,Freight & Shipping charge
T003406,2025-12-08,U0200,U0098,6040-IT Software,338.66,IT Software charge
T003407,2026-03-03,U0140,,6020-Travel & Entertainment,789.3,Travel & Entertainment charge
T003408,2026-02-17,U0382,U0359,6060-Marketing,536.4,Marketing charge
T003409,2026-02-20,U0130,,6050-Facilities,256.42,Facilities charge
T003410,2025-12-25,U0025,,6070-Utilities,410.68,Utilities charge
T003411,2026-01-24,U0322,,6040-IT Software,537.23,IT Software charge
T003412,2025-12-08,U0140,U0096,6030-Professional Fees,47.39,Professional Fees charge
T003413,2026-06-16,U0117,,6030-Professional Fees,4900.0,Professional Fees charge
T003414,2025-12-28,U0377,,6020-Travel & Entertainment,815.65,Travel & Entertainment charge
T003415,2026-01-17,U0153,,6020-Travel & Entertainment,167.72,Travel & Entertainment charge
T003416,2026-02-18,U0257,,6100-Freight & Shipping,138.56,Freight & Shipping charge
T003417,2026-07-05,U0354,U0085,6100-Freight & Shipping,77.01,Freight & Shipping charge
T003418,2026-05-13,U0139,,6070-Utilities,68.49,Utilities charge
T003419,2026-06-29,U0175,U0013,6060-Marketing,110.94,Marketing charge
T003420,2025-12-03,U0220,U0056,6100-Freight & Shipping,225.9,Freight & Shipping charge
T003421,2025-12-14,U0325,,6080-Consulting,4224.2,Consulting charge
T003422,2026-06-28,U0060,,6030-Professional Fees,276.31,Professional Fees charge
T003423,2025-10-22,U0132,,6080-Consulting,599.16,Consulting charge
T003424,2026-04-05,U0075,U0295,6050-Facilities,765.5,Facilities charge
T003425,2026-03-24,U0367,,6050-Facilities,569.17,Facilities charge
T003426,2026-08-26,U0084,,6010-Office Supplies,452.51,Office Supplies charge
T003427,2026-05-31,U0117,,6010-Office Supplies,4995.0,Office Supplies charge
T003428,2025-11-10,U0178,U0064,6050-Facilities,132.31,Facilities charge
T003429,2026-03-01,U0041,,6040-IT Software,2430.91,IT Software charge
T003430,2025-10-19,U0179,,6050-Facilities,3597.22,Facilities charge
T003431,2026-06-25,U0061,,6020-Travel & Entertainment,77.41,Travel & Entertainment charge
T003432,2026-05-23,U0033,,6080-Consulting,159.74,Consulting charge
T003433,2025-11-11,U0372,,6050-Facilities,362.2,Facilities charge
T003434,2026-08-21,U0215,U0056,6050-Facilities,170.55,Facilities charge
T003435,2026-06-07,U0289,U0395,6040-IT Software,859.68,IT Software charge
T003436,2026-08-25,U0181,,6090-Equipment,221.16,Equipment charge
T003437,2026-02-02,U0008,U0286,6090-Equipment,5332.43,Equipment charge
T003438,2026-03-15,U0369,U0135,6100-Freight & Shipping,1825.49,Freight & Shipping charge
T003439,2026-06-29,U0100,,6100-Freight & Shipping,622.55,Freight & Shipping charge
T003440,2026-03-03,U0058,U0272,6100-Freight & Shipping,1524.9,Freight & Shipping charge
T003441,2026-08-07,U0313,U0300,6050-Facilities,1663.19,Facilities charge
T003442,2026-07-23,U0188,,6090-Equipment,264.98,Equipment charge
T003443,2026-05-30,U0303,,6040-IT Software,200.77,IT Software charge
T003444,2026-08-25,U0181,,6070-Utilities,536.98,Utilities charge
T003445,2025-11-28,U0234,U0279,6010-Office Supplies,1271.31,Office Supplies charge
T003446,2026-08-04,U0074,,6100-Freight & Shipping,574.19,Freight & Shipping charge
T003447,2026-07-24,U0125,U0338,6060-Marketing,86.95,Marketing charge
T003448,2025-11-26,U0225,U0201,6090-Equipment,203.75,Equipment charge
T003449,2025-10-25,U0009,,6090-Equipment,454.24,Equipment charge
T003450,2026-07-23,U0388,,6070-Utilities,453.4,Utilities charge
T003451,2026-04-17,U0170,U0144,6030-Professional Fees,4314.76,Professional Fees charge
T003452,2026-07-28,U0106,,6010-Office Supplies,107.28,Office Supplies charge
T003453,2026-01-04,U0096,,6050-Facilities,859.33,Facilities charge
T003454,2026-07-02,U0103,,6010-Office Supplies,2535.19,Office Supplies charge
T003455,2026-04-02,U0384,U0028,6070-Utilities,5994.48,Utilities charge
T003456,2026-03-07,U0039,U0277,6070-Utilities,4900.0,Utilities charge
T003457,2026-07-29,U0162,U0047,6010-Office Supplies,315.82,Office Supplies charge
T003458,2025-10-14,U0033,,6100-Freight & Shipping,846.04,Freight & Shipping charge
T003459,2026-06-03,U0117,U0269,6100-Freight & Shipping,922.18,Freight & Shipping charge
T003460,2025-10-15,U0056,,6100-Freight & Shipping,610.96,Freight & Shipping charge
T003461,2026-04-03,U0031,U0281,6010-Office Supplies,441.98,Office Supplies charge
T003462,2025-09-20,U0386,,6060-Marketing,795.98,Marketing charge
T003463,2026-04-03,U0399,,6010-Office Supplies,30.4,Office Supplies charge
T003464,2026-03-20,U0076,,6050-Facilities,1043.44,Facilities charge
T003465,2025-09-06,U0203,U0101,6010-Office Supplies,566.11,Office Supplies charge
T003466,2026-01-17,U0117,,6070-Utilities,385.78,Utilities charge
T003467,2025-11-15,U0386,U0116,6040-IT Software,4682.32,IT Software charge
T003468,2025-10-29,U0237,,6010-Office Supplies,234.53,Office Supplies charge
T003469,2026-01-23,U0148,U0117,6020-Travel & Entertainment,316.28,Travel & Entertainment charge
T003470,2026-03-19,U0060,,6060-Marketing,4405.94,Marketing charge
T003471,2025-12-10,U0069,,6080-Consulting,197.3,Consulting charge
T003472,2026-05-26,U0222,,6060-Marketing,269.04,Marketing charge
T003473,2026-04-05,U0024,,6040-IT Software,419.17,IT Software charge
T003474,2026-07-17,U0106,,6010-Office Supplies,1242.41,Office Supplies charge
T003475,2026-05-01,U0044,U0318,6060-Marketing,619.3,Marketing charge
T003476,2025-09-11,U0255,,6020-Travel & Entertainment,118.88,Travel & Entertainment charge
T003477,2026-06-17,U0356,,6040-IT Software,274.41,IT Software charge
T003478,2025-11-26,U0029,,6050-Facilities,252.63,Facilities charge
T003479,2026-01-15,U0152,U0154,6020-Travel & Entertainment,452.62,Travel & Entertainment charge
T003480,2026-04-08,U0194,,6060-Marketing,787.16,Marketing charge
T003481,2026-06-21,U0223,,6050-Facilities,780.57,Facilities charge
T003482,2025-11-24,U0010,,6060-Marketing,69.85,Marketing charge
T003483,2025-12-25,U0212,U0323,6070-Utilities,1588.17,Utilities charge
T003484,2025-09-22,U0326,U0298,6050-Facilities,650.55,Facilities charge
T003485,2026-08-28,U0251,U0003,6050-Facilities,2259.7,Facilities charge
T003486,2026-02-21,U0344,,6040-IT Software,803.21,IT Software charge
T003487,2026-05-05,U0177,,6050-Facilities,1654.83,Facilities charge
T003488,2025-12-30,U0159,,6060-Marketing,823.2,Marketing charge
T003489,2026-06-25,U0024,U0394,6040-IT Software,2166.46,IT Software charge
T003490,2025-09-26,U0247,,6050-Facilities,875.22,Facilities charge
T003491,2025-10-19,U0237,,6050-Facilities,442.43,Facilities charge
T003492,2026-01-13,U0301,U0216,6050-Facilities,6000.98,Facilities charge
T003493,2026-06-05,U0051,,6080-Consulting,1310.21,Consulting charge
T003494,2026-04-01,U0201,,6050-Facilities,926.23,Facilities charge
T003495,2026-08-14,U0077,,6070-Utilities,121.03,Utilities charge
T003496,2026-03-08,U0043,U0215,6050-Facilities,119.45,Facilities charge
T003497,2026-07-09,U0298,U0261,6100-Freight & Shipping,679.93,Freight & Shipping charge
T003498,2026-08-23,U0275,U0299,6030-Professional Fees,578.29,Professional Fees charge
T003499,2026-02-19,U0174,,6010-Office Supplies,250.75,Office Supplies charge
T003500,2026-03-17,U0323,U0237,6010-Office Supplies,575.41,Office Supplies charge
T003501,2025-09-18,U0248,U0142,6060-Marketing,2828.47,Marketing charge
T003502,2026-01-15,U0257,U0020,6070-Utilities,1058.85,Utilities charge
T003503,2026-05-06,U0227,U0235,6080-Consulting,140.46,Consulting charge
T003504,2026-08-25,U0273,U0107,6020-Travel & Entertainment,435.87,Travel & Entertainment charge
T003505,2026-03-30,U0243,,6080-Consulting,203.27,Consulting charge
T003506,2026-07-12,U0050,,6010-Office Supplies,321.67,Office Supplies charge
T003507,2026-05-18,U0379,,6070-Utilities,312.63,Utilities charge
T003508,2026-08-13,U0186,U0274,6100-Freight & Shipping,291.37,Freight & Shipping charge
T003509,2026-06-21,U0120,,6070-Utilities,123.88,Utilities charge
T003510,2026-08-23,U0099,,6090-Equipment,428.2,Equipment charge
T003511,2026-05-05,U0291,,6070-Utilities,265.96,Utilities charge
T003512,2026-02-13,U0372,,6010-Office Supplies,19.64,Office Supplies charge
T003513,2025-11-10,U0328,,6030-Professional Fees,4713.89,Professional Fees charge
T003514,2026-01-13,U0039,,6090-Equipment,1632.14,Equipment charge
T003515,2026-06-07,U0048,,6070-Utilities,325.73,Utilities charge
T003516,2026-03-20,U0235,U0044,6040-IT Software,503.06,IT Software charge
T003517,2025-11-23,U0232,,6100-Freight & Shipping,135.8,Freight & Shipping charge
T003518,2026-05-01,U0013,,6040-IT Software,3182.1,IT Software charge
T003519,2026-05-19,U0104,,6100-Freight & Shipping,3971.97,Freight & Shipping charge
T003520,2025-11-21,U0309,U0182,6080-Consulting,585.44,Consulting charge
T003521,2025-12-29,U0119,,6080-Consulting,1519.12,Consulting charge
T003522,2026-06-01,U0008,,6070-Utilities,597.54,Utilities charge
T003523,2025-11-27,U0150,U0120,6070-Utilities,113.25,Utilities charge
T003524,2026-06-02,U0341,U0136,6040-IT Software,313.25,IT Software charge
T003525,2026-02-02,U0185,U0206,6100-Freight & Shipping,569.71,Freight & Shipping charge
T003526,2026-07-10,U0325,,6070-Utilities,298.87,Utilities charge
T003527,2025-12-01,U0347,,6020-Travel & Entertainment,387.41,Travel & Entertainment charge
T003528,2025-12-07,U0253,,6010-Office Supplies,445.62,Office Supplies charge
T003529,2025-11-23,U0306,,6050-Facilities,450.8,Facilities charge
T003530,2026-08-04,U0159,,6040-IT Software,521.9,IT Software charge
T003531,2025-10-09,U0396,U0273,6080-Consulting,153.44,Consulting charge
T003532,2025-09-03,U0291,,6070-Utilities,223.92,Utilities charge
T003533,2026-08-06,U0154,,6040-IT Software,119.94,IT Software charge
T003534,2026-05-29,U0377,,6100-Freight & Shipping,1444.61,Freight & Shipping charge
T003535,2025-10-23,U0035,U0336,6070-Utilities,48.61,Utilities charge
T003536,2025-11-12,U0385,U0259,6090-Equipment,1752.76,Equipment charge
T003537,2025-10-29,U0031,,6080-Consulting,2264.22,Consulting charge
T003538,2026-03-31,U0091,,6050-Facilities,353.4,Facilities charge
T003539,2025-09-16,U0119,U0375,6090-Equipment,28.12,Equipment charge
T003540,2026-04-21,U0042,,6030-Professional Fees,331.15,Professional Fees charge
T003541,2026-04-01,U0348,,6090-Equipment,459.16,Equipment charge
T003542,2026-02-01,U0168,,6090-Equipment,162.12,Equipment charge
T003543,2025-09-10,U0387,,6080-Consulting,279.57,Consulting charge
T003544,2026-02-21,U0333,,6100-Freight & Shipping,2652.39,Freight & Shipping charge
T003545,2026-01-20,U0368,,6020-Travel & Entertainment,1023.95,Travel & Entertainment charge
T003546,2026-07-01,U0245,,6020-Travel & Entertainment,178.21,Travel & Entertainment charge
T003547,2025-10-27,U0221,,6030-Professional Fees,85.0,Professional Fees charge
T003548,2025-09-08,U0077,U0014,6090-Equipment,343.88,Equipment charge
T003549,2026-07-17,U0137,,6020-Travel & Entertainment,389.63,Travel & Entertainment charge
T003550,2026-04-04,U0103,,6040-IT Software,850.5,IT Software charge
T003551,2026-01-16,U0160,,6040-IT Software,273.46,IT Software charge
T003552,2026-07-31,U0367,,6030-Professional Fees,864.93,Professional Fees charge
T003553,2026-08-15,U0301,U0010,6080-Consulting,4140.9,Consulting charge
T003554,2026-08-05,U0168,,6030-Professional Fees,1208.4,Professional Fees charge
T003555,2025-12-20,U0215,,6070-Utilities,467.36,Utilities charge
T003556,2025-12-24,U0091,U0319,6080-Consulting,402.84,Consulting charge
T003557,2026-06-19,U0152,,6080-Consulting,332.84,Consulting charge
T003558,2026-01-06,U0039,,6100-Freight & Shipping,1805.7,Freight & Shipping charge
T003559,2025-11-07,U0001,,6050-Facilities,247.14,Facilities charge
T003560,2025-09-22,U0174,,6060-Marketing,517.88,Marketing charge
T003561,2026-01-09,U0246,,6090-Equipment,521.3,Equipment charge
T003562,2026-03-08,U0255,,6050-Facilities,283.73,Facilities charge
T003563,2026-08-26,U0231,,6050-Facilities,108.88,Facilities charge
T003564,2025-11-15,U0315,,6020-Travel & Entertainment,702.94,Travel & Entertainment charge
T003565,2026-05-14,U0261,U0231,6040-IT Software,460.77,IT Software charge
T003566,2025-11-17,U0237,U0027,6040-IT Software,854.28,IT Software charge
T003567,2026-03-26,U0219,,6080-Consulting,273.98,Consulting charge
T003568,2026-03-28,U0305,U0336,6050-Facilities,1887.3,Facilities charge
T003569,2026-06-18,U0175,,6080-Consulting,187.83,Consulting charge
T003570,2025-11-29,U0390,,6030-Professional Fees,3239.73,Professional Fees charge
T003571,2026-07-07,U0109,U0238,6090-Equipment,72.07,Equipment charge
T003572,2026-04-21,U0162,,6030-Professional Fees,2000.0,Professional Fees charge
T003573,2025-11-30,U0235,,6040-IT Software,794.92,IT Software charge
T003574,2026-07-05,U0341,,6030-Professional Fees,831.29,Professional Fees charge
T003575,2026-01-05,U0316,,6040-IT Software,205.39,IT Software charge
T003576,2026-03-24,U0276,,6090-Equipment,785.9,Equipment charge
T003577,2026-07-10,U0260,,6030-Professional Fees,2013.18,Professional Fees charge
T003578,2026-02-02,U0011,,6020-Travel & Entertainment,43.01,Travel & Entertainment charge
T003579,2026-05-26,U0033,,6050-Facilities,856.64,Facilities charge
T003580,2026-02-15,U0058,,6040-IT Software,31.73,IT Software charge
T003581,2025-10-14,U0347,,6030-Professional Fees,170.34,Professional Fees charge
T003582,2025-09-03,U0023,U0387,6020-Travel & Entertainment,2957.45,Travel & Entertainment charge
T003583,2026-03-24,U0269,,6030-Professional Fees,259.83,Professional Fees charge
T003584,2026-02-04,U0043,,6040-IT Software,135.47,IT Software charge
T003585,2025-10-07,U0324,U0298,6040-IT Software,396.34,IT Software charge
T003586,2026-05-12,U0331,,6060-Marketing,4791.97,Marketing charge
T003587,2026-04-29,U0314,,6030-Professional Fees,65.7,Professional Fees charge
T003588,2026-07-27,U0251,,6060-Marketing,155.02,Marketing charge
T003589,2026-08-08,U0094,U0362,6030-Professional Fees,2558.5,Professional Fees charge
T003590,2025-11-17,U0381,U0133,6010-Office Supplies,3802.72,Office Supplies charge
T003591,2026-06-19,U0023,,6080-Consulting,439.76,Consulting charge
T003592,2026-07-16,U0062,,6050-Facilities,126.1,Facilities charge
T003593,2026-06-19,U0074,,6090-Equipment,4941.52,Equipment charge
T003594,2026-07-30,U0025,U0004,6060-Marketing,2846.62,Marketing charge
T003595,2026-05-01,U0052,,6060-Marketing,1039.86,Marketing charge
T003596,2026-07-13,U0259,,6070-Utilities,201.61,Utilities charge
T003597,2026-06-20,U0249,U0383,6060-Marketing,466.88,Marketing charge
T003598,2026-01-27,U0375,,6010-Office Supplies,413.06,Office Supplies charge
T003599,2026-05-10,U0174,U0130,6050-Facilities,709.06,Facilities charge
T003600,2026-08-03,U0046,,6040-IT Software,2431.11,IT Software charge
T003601,2025-10-20,U0234,,6010-Office Supplies,1296.42,Office Supplies charge
T003602,2026-07-26,U0115,,6030-Professional Fees,150.64,Professional Fees charge
T003603,2025-10-02,U0201,,6040-IT Software,2239.81,IT Software charge
T003604,2025-12-01,U0388,,6010-Office Supplies,695.37,Office Supplies charge
T003605,2026-06-26,U0362,,6100-Freight & Shipping,1049.19,Freight & Shipping charge
T003606,2026-05-06,U0298,U0169,6040-IT Software,2473.02,IT Software charge
T003607,2026-01-29,U0108,,6050-Facilities,145.08,Facilities charge
T003608,2026-07-09,U0317,,6010-Office Supplies,473.71,Office Supplies charge
T003609,2026-04-16,U0020,U0131,6090-Equipment,274.62,Equipment charge
T003610,2025-10-04,U0178,,6010-Office Supplies,87.83,Office Supplies charge
T003611,2025-10-10,U0181,,6100-Freight & Shipping,721.54,Freight & Shipping charge
T003612,2026-08-19,U0025,U0055,6090-Equipment,7806.5,Equipment charge
T003613,2026-08-22,U0279,U0311,6040-IT Software,65.1,IT Software charge
T003614,2026-02-25,U0342,,6020-Travel & Entertainment,475.56,Travel & Entertainment charge
T003615,2025-09-19,U0146,,6100-Freight & Shipping,996.85,Freight & Shipping charge
T003616,2026-05-19,U0203,,6010-Office Supplies,564.19,Office Supplies charge
T003617,2025-10-19,U0049,,6060-Marketing,435.09,Marketing charge
T003618,2026-07-15,U0154,U0391,6070-Utilities,118.02,Utilities charge
T003619,2026-03-23,U0069,,6010-Office Supplies,636.55,Office Supplies charge
T003620,2026-02-07,U0100,,6050-Facilities,4900.0,Facilities charge
T003621,2025-10-31,U0176,U0143,6090-Equipment,214.34,Equipment charge
T003622,2026-08-31,U0350,U0311,6090-Equipment,44.3,Equipment charge
T003623,2026-08-15,U0018,,6040-IT Software,1833.63,IT Software charge
T003624,2025-09-21,U0095,,6040-IT Software,1414.07,IT Software charge
T003625,2026-06-11,U0314,U0016,6070-Utilities,521.56,Utilities charge
T003626,2026-04-16,U0386,U0181,6090-Equipment,633.96,Equipment charge
T003627,2026-07-09,U0093,,6060-Marketing,1606.4,Marketing charge
T003628,2026-08-21,U0161,U0119,6070-Utilities,630.66,Utilities charge
T003629,2026-02-23,U0136,U0112,6070-Utilities,1331.98,Utilities charge
T003630,2026-04-28,U0350,U0293,6050-Facilities,355.23,Facilities charge
T003631,2026-04-10,U0036,,6080-Consulting,2086.37,Consulting charge
T003632,2026-06-13,U0350,U0099,6080-Consulting,701.25,Consulting charge
T003633,2026-08-14,U0029,,6020-Travel & Entertainment,610.0,Travel & Entertainment charge
T003634,2026-08-21,U0311,U0117,6050-Facilities,121.87,Facilities charge
T003635,2025-11-14,U0397,U0310,6070-Utilities,675.63,Utilities charge
T003636,2026-06-11,U0158,,6060-Marketing,197.32,Marketing charge
T003637,2026-01-02,U0231,U0385,6030-Professional Fees,244.18,Professional Fees charge
T003638,2025-09-17,U0233,,6050-Facilities,200.96,Facilities charge
T003639,2025-11-21,U0393,U0272,6030-Professional Fees,152.5,Professional Fees charge
T003640,2025-09-04,U0396,U0159,6080-Consulting,5101.29,Consulting charge
T003641,2026-05-04,U0168,,6010-Office Supplies,2131.27,Office Supplies charge
T003642,2025-11-10,U0396,,6040-IT Software,4074.1,IT Software charge
T003643,2026-03-19,U0165,,6020-Travel & Entertainment,128.36,Travel & Entertainment charge
T003644,2026-06-23,U0139,,6050-Facilities,532.92,Facilities charge
T003645,2026-03-28,U0222,U0185,6030-Professional Fees,118.76,Professional Fees charge
T003646,2026-03-12,U0332,,6010-Office Supplies,229.23,Office Supplies charge
T003647,2026-03-16,U0081,,6020-Travel & Entertainment,179.48,Travel & Entertainment charge
T003648,2026-03-11,U0076,,6080-Consulting,1926.66,Consulting charge
T003649,2025-12-20,U0008,U0036,6070-Utilities,318.67,Utilities charge
T003650,2025-12-31,U0226,U0009,6010-Office Supplies,1595.94,Office Supplies charge
T003651,2025-09-23,U0212,,6030-Professional Fees,957.7,Professional Fees charge
T003652,2026-07-29,U0053,,6070-Utilities,6210.54,Utilities charge
T003653,2025-10-31,U0100,U0137,6020-Travel & Entertainment,4900.0,Travel & Entertainment charge
T003654,2025-09-15,U0374,U0150,6030-Professional Fees,96.8,Professional Fees charge
T003655,2025-11-20,U0191,,6040-IT Software,1968.75,IT Software charge
T003656,2026-06-19,U0212,,6080-Consulting,1739.03,Consulting charge
T003657,2026-06-22,U0067,U0364,6030-Professional Fees,168.9,Professional Fees charge
T003658,2026-04-09,U0308,,6010-Office Supplies,1491.96,Office Supplies charge
T003659,2026-05-11,U0200,U0155,6050-Facilities,713.2,Facilities charge
T003660,2026-06-30,U0367,U0321,6030-Professional Fees,383.67,Professional Fees charge
T003661,2026-01-23,U0350,U0055,6050-Facilities,199.07,Facilities charge
T003662,2026-06-13,U0073,U0317,6010-Office Supplies,223.4,Office Supplies charge
T003663,2026-03-19,U0344,,6060-Marketing,4697.54,Marketing charge
T003664,2026-01-23,U0162,,6060-Marketing,493.12,Marketing charge
T003665,2026-07-03,U0098,,6060-Marketing,1164.84,Marketing charge
T003666,2025-09-27,U0286,,6060-Marketing,206.44,Marketing charge
T003667,2026-03-29,U0135,,6020-Travel & Entertainment,208.96,Travel & Entertainment charge
T003668,2026-06-05,U0175,U0260,6070-Utilities,1620.0,Utilities charge
T003669,2025-11-18,U0374,,6070-Utilities,111.66,Utilities charge
T003670,2025-12-10,U0077,U0293,6060-Marketing,312.08,Marketing charge
T003671,2025-09-14,U0208,U0004,6020-Travel & Entertainment,511.54,Travel & Entertainment charge
T003672,2026-04-14,U0043,,6040-IT Software,556.97,IT Software charge
T003673,2026-04-05,U0055,,6080-Consulting,404.64,Consulting charge
T003674,2026-02-25,U0036,U0077,6090-Equipment,761.58,Equipment charge
T003675,2026-01-09,U0105,U0186,6050-Facilities,1055.89,Facilities charge
T003676,2026-04-15,U0174,,6100-Freight & Shipping,1105.55,Freight & Shipping charge
T003677,2026-03-07,U0151,,6040-IT Software,166.6,IT Software charge
T003678,2026-06-26,U0270,,6010-Office Supplies,360.48,Office Supplies charge
T003679,2025-10-11,U0329,,6090-Equipment,1833.97,Equipment charge
T003680,2026-02-01,U0251,,6070-Utilities,1318.32,Utilities charge
T003681,2025-11-03,U0222,,6090-Equipment,108.84,Equipment charge
T003682,2026-05-12,U0351,,6050-Facilities,725.33,Facilities charge
T003683,2026-06-08,U0227,,6010-Office Supplies,55.92,Office Supplies charge
T003684,2026-01-03,U0109,,6080-Consulting,518.86,Consulting charge
T003685,2026-06-05,U0054,U0376,6050-Facilities,3974.06,Facilities charge
T003686,2026-06-16,U0061,,6030-Professional Fees,173.7,Professional Fees charge
T003687,2026-05-09,U0250,,6040-IT Software,196.81,IT Software charge
T003688,2026-08-20,U0085,U0399,6100-Freight & Shipping,1141.88,Freight & Shipping charge
T003689,2025-12-17,U0078,,6100-Freight & Shipping,90.28,Freight & Shipping charge
T003690,2025-09-21,U0148,,6030-Professional Fees,245.67,Professional Fees charge
T003691,2026-01-01,U0181,,6030-Professional Fees,949.64,Professional Fees charge
T003692,2026-03-12,U0266,,6100-Freight & Shipping,245.25,Freight & Shipping charge
T003693,2025-11-24,U0148,U0094,6080-Consulting,380.1,Consulting charge
T003694,2026-06-01,U0129,U0138,6060-Marketing,1117.23,Marketing charge
T003695,2025-12-03,U0400,U0001,6010-Office Supplies,783.44,Office Supplies charge
T003696,2026-04-05,U0042,,6100-Freight & Shipping,660.83,Freight & Shipping charge
T003697,2026-05-23,U0103,U0170,6050-Facilities,339.33,Facilities charge
T003698,2026-08-04,U0286,,6020-Travel & Entertainment,740.31,Travel & Entertainment charge
T003699,2025-09-05,U0352,,6080-Consulting,430.05,Consulting charge
T003700,2026-02-16,U0052,U0225,6050-Facilities,815.32,Facilities charge
T003701,2026-04-15,U0038,,6060-Marketing,285.25,Marketing charge
T003702,2025-10-06,U0362,U0023,6040-IT Software,403.1,IT Software charge
T003703,2026-03-21,U0003,U0093,6050-Facilities,165.84,Facilities charge
T003704,2026-04-10,U0108,,6030-Professional Fees,474.13,Professional Fees charge
T003705,2026-04-28,U0270,U0294,6040-IT Software,201.93,IT Software charge
T003706,2026-03-23,U0025,,6070-Utilities,144.68,Utilities charge
T003707,2026-04-15,U0021,,6010-Office Supplies,654.93,Office Supplies charge
T003708,2026-03-13,U0136,,6010-Office Supplies,622.67,Office Supplies charge
